,recommended,review_text
2106,1,food delicious bartender attentive personable got great deal 
2107,1,ambience wonderful music playing 
2108,1,go back next trip 
2109,1,sooooo good 
2110,0,real sushi lovers let honest yama good 
2111,0,least 40min passed us ordering food arriving busy 
2112,1,really fantastic thai restaurant definitely worth visit 
2113,1,nice spicy tender 
2114,1,good prices 
2115,1,check 
2116,0,pretty gross 
2117,0,'ve better atmosphere 
2118,0,kind hard mess steak 
2119,0,although much liked look sound place actual experience bit disappointing 
2120,0,know place managed served blandest food ever eaten preparing indian cuisine 
2121,0,worst service boot least worries 
2122,1,service fine waitress friendly 
2123,1,guys steaks steak loving son steak best worst places said best steak ever eaten 
2124,1,thought 'd venture away get good sushi place really hit spot night 
2125,0,host staff lack better word bitches 
2126,0,bland liking place number reasons want waste time bad reviewing .. leave 
2127,1,phenomenal food service ambiance 
2128,0,would return 
2129,1,definitely worth venturing strip pork belly return next time 'm vegas 
2130,0,place way overpriced mediocre food 
2131,1,penne vodka excellent 
2132,1,good selection food including massive meatloaf sandwich crispy chicken wrap delish tuna melt tasty burgers 
2133,0,management rude 
2134,1,delicious nyc bagels good selections cream cheese real lox capers even 
2135,1,great subway fact good come every subway meet expectations 
2136,1,seriously solid breakfast 
2137,1,one best bars food vegas 
2138,0,extremely rude really many restaurants would love dine weekend vegas 
2139,1,drink never empty made really great menu suggestions 
2140,0,
2141,0,waiter helpful friendly rarely checked us 
2142,0,husband ate lunch disappointed food service 
2143,0,red curry much bamboo shoots tasty 
2144,1,nice blanket moz top feel like done cover subpar food 
2145,1,bathrooms clean place well decorated 
2146,0,menu always changing food quality going service extremely slow 
2147,0,service little slow considering served 3 people servers food coming slow pace 
2148,0,give 2 thumbs 
2149,0,watched waiter pay lot attention tables ignore us 
2150,1,fiancé came middle day greeted seated right away 
2151,1,great restaurant mandalay bay 
2152,0,waited forty five minutes vain 
2153,0,crostini came salad stale 
2154,1,highlights great quality nigiri 
2155,1,staff friendly joint always clean 
2156,1,different cut piece day still wonderful tender well well flavored 
2157,1,ordered voodoo pasta first time 'd really excellent pasta since going gluten free several years ago 
2158,1,place good 
2159,0,unfortunately must hit bakery leftover day everything ordered stale 
2160,0,came back today since relocated still impressed 
2161,1,seated immediately 
2162,1,menu diverse reasonably priced 
2163,0,avoid cost 
2164,1,restaurant always full never wait 
2165,1,delicious 
2166,1,place hands-down one best places eat phoenix metro area 
2167,0,go looking good food 
2168,0,'ve never treated bad 
2169,1,bacon hella salty 
2170,0,also ordered spinach avocado salad ingredients sad dressing literally zero taste 
2171,1,really vegas fine dining used right menus handed ladies prices listed 
2172,1,waitresses friendly 
2173,1,lordy khao soi dish missed curry lovers 
2174,1,everything menu terrific also thrilled made amazing accommodations vegetarian daughter 
2175,0,perhaps caught night judging reviews 'm inspired go back 
2176,0,service leaves lot desired 
2177,1,atmosphere modern hip maintaining touch coziness 
2178,1,weekly haunt definitely place come back every 
2179,0,literally sat 20 minutes one asking take order 
2180,0,burger absolutely flavor meat totally bland burger overcooked charcoal flavor 
2181,0,also decided send back waitress looked like verge heart attack 
2182,0,dressed treated rudely 
2183,0,probably dirt 
2184,1,love place hits spot want something healthy lacking quantity flavor 
2185,1,ordered lemon raspberry ice cocktail also incredible 
2186,0,food sucked expected sucked could imagined 
2187,1,interesting decor 
2188,1,really like crepe station 
2189,1,also served hot bread butter home made potato chips bacon bits top .... original good 
2190,1,watch preparing delicious food 
2191,1,egg rolls fantastic 
2192,0,order arrived one gyros missing 
2193,1,salad wings ice cream dessert left feeling quite satisfied 
2194,0,'m really sure joey voted best hot dog valley readers phoenix magazine 
2195,1,best place go tasty bowl pho 
2196,0,live music fridays totally blows 
2197,0,'ve never insulted felt disrespected 
2198,1,friendly staff 
2199,1,worth drive 
2200,1,heard good things place exceeding every hope could dreamed 
2201,1,food great serivce 
2202,0,warm beer help 
2203,1,great brunch spot 
2204,1,service friendly inviting 
2205,1,good lunch spot 
2206,0,'ve lived since 1979 first last time 've stepped foot place 
2207,0,worst experience ever 
2208,0,must night place 
2209,1,sides delish mixed mushrooms yukon gold puree white corn beateous 
2210,0,bug never showed would given 4 sure side wall bug climbing kitchen 
2211,0,10 minutes waiting salad realized coming time soon 
2212,1,friend loved salmon tartar 
2213,0,go back 
2214,1,extremely tasty 
2215,1,waitress good though 
2216,0,soggy good 
2217,1,jamaican mojitos delicious 
2218,0,small worth price 
2219,1,food rich order accordingly 
2220,0,shower area outside rinse take full shower unless mind nude everyone see 
2221,0,service bit lacking 
2222,0,lobster bisque bussell sprouts risotto filet needed salt pepper .. course none tables 
2223,0,hopefully bodes going business someone cook come 
2224,0,either cold enough flavor bad 
2225,1,loved bacon wrapped dates 
2226,1,unbelievable bargain 
2227,1,folks otto always make us feel welcome special 
2228,0,`` mains '' also uninspired 
2229,1,place first pho amazing 
2230,1,wonderful experience made place must-stop whenever town 
2231,0,food bad enough enjoy dealing world worst/annoying drunk people 
2232,1,fun chef 
2233,0,ordered double cheeseburger got single patty falling apart picture uploaded yeah still sucks 
2234,1,great place couple drinks watch sporting events walls covered tv 
2235,0,possible give zero stars 'd 
2236,0,descriptions said `` yum yum sauce '' another said `` eel sauce '' yet another said `` spicy mayo '' well none rolls sauces 
2237,1,'d say would hardest decision honestly dishes taste supposed taste amazing 
2238,0,rolled eyes may stayed sure go back try 
2239,1,everyone attentive providing excellent customer service 
2240,0,horrible waste time money 
2241,1,dish quite flavourful 
2242,0,time side restaurant almost empty excuse 
2243,0,busy either also building freezing cold 
2244,0,like reviewer said `` could pay eat place '' 
2245,0,-drinks took close 30 minutes come one point 
2246,1,seriously flavorful delights folks 
2247,1,much better ayce sushi place went vegas 
2248,1,lighting dark enough set mood 
2249,0,based sub-par service received effort show gratitude business going back 
2250,1,owner really great people 
2251,0,nothing privileged working/eating 
2252,1,greek dressing creamy flavorful 
2253,0,overall think would take parents place made similar complaints silently felt 
2254,1,pizza good peanut sauce tasty 
2255,1,7 table service pretty fast 
2256,1,fantastic service 
2257,0,well would 've given godfathers zero stars possible 
2258,1,know make 
2259,0,tough short flavor 
2260,1,hope place sticks around 
2261,0,bars vegas ever recall charged tap water 
2262,1,restaurant atmosphere exquisite 
2263,1,good service clean inexpensive boot 
2264,1,seafood fresh generous portion 
2265,1,plus 8 bucks 
2266,0,service par either 
2267,1,thus far visited twice food absolutely delicious time 
2268,1,good year ago 
2269,0,self proclaimed coffee cafe wildly disappointed 
2270,1,veggitarian platter world 
2271,1,cant go wrong food 
2272,1,beat 
2273,1,stopped place madison ironman friendly kind staff 
2274,1,chefs friendly good job 
2275,0,'ve better dedicated boba tea spots even jenni pho 
2276,1,liked patio service outstanding 
2277,1,goat taco skimp meat wow flavor 
2278,0,think 
2279,0,mac salad pretty bland getting 
2280,1,went bachi burger friend recommendation disappointed 
2281,0,service stinks 
2282,0,waited waited 
2283,0,place quality sushi quality restaurant 
2284,1,would definitely recommend wings well pizza 
2285,1,great pizza salads 
2286,0,things went wrong burned saganaki 
2287,0,waited hour breakfast could done 100 times better home 
2288,1,place amazing 
2289,0,hate disagree fellow yelpers husband disappointed place 
2290,0,waited 2 hours never got either pizzas many around us came later 
2291,0,know slow 
2292,1,staff great food delish incredible beer selection 
2293,0,live neighborhood disappointed back convenient location 
2294,1,know pulled pork could soooo delicious 
2295,1,get incredibly fresh fish prepared care 
2296,0,go gave 1 star rating please know third time eating bachi burger writing review 
2297,1,love fact everything menu worth 
2298,0,never dining place 
2299,1,food excellent service good 
2300,1,good beer drink selection good food selection 
2301,0,please stay away shrimp stir fried noodles 
2302,0,potato chip order sad could probably count many chips box probably around 12 
2303,0,food really boring 
2304,1,good service-check 
2305,0,greedy corporation never see another dime 
2306,0,never ever go back 
2307,0,much 'd like go back get passed atrocious service never return 
2308,1,summer dine charming outdoor patio delightful 
2309,1,expect good 
2310,1,fantastic food 
2311,0,ordered toasted english muffin came untoasted 
2312,1,food good 
2313,0,never going back 
2314,1,great food price high quality house made 
2315,0,bus boy hand rude 
2316,0,point friends basically figured place joke mind making publicly loudly known 
2317,1,back good bbq lighter fare reasonable pricing tell public back old ways 
2318,1,considering two us left full happy 20 go wrong 
2319,1,bread made in-house 
2320,0,downside service 
2321,0,also fries without doubt worst fries 've ever 
2322,1,service exceptional food good reviews 
2323,1,couple months later returned amazing meal 
2324,1,favorite place town shawarrrrrrma 
2325,1,black eyed peas sweet potatoes unreal 
2326,1,disappointed 
2327,1,could serve vinaigrette may make better overall dish still good 
2328,0,go far many places 've never seen restaurant serves 1 egg breakfast especially 4.00 
2329,0,mom got home immediately got sick bites salad 
2330,0,servers pleasant deal always honor pizza hut coupons 
2331,1,truly unbelievably good glad went back 
2332,1,fantastic service pleased atmosphere 
2333,0,everything gross 
2334,1,love place 
2335,1,great service food 
2336,0,first bathrooms location dirty- seat covers replenished plain yucky 
2337,0,burger got `` gold standard '' 17 burger kind disappointed 
2338,1,omg food delicioso 
2339,0,nothing authentic place 
2340,0,spaghetti nothing special whatsoever 
2341,1,dishes salmon best great 
2342,1,vegetables fresh sauce feels like authentic thai 
2343,1,worth driving tucson 
2344,0,selection probably worst 've seen vegas ..... none 
2345,1,pretty good beer selection 
2346,1,place like chipotle better 
2347,1,classy/warm atmosphere fun fresh appetizers succulent steaks baseball steak 
2348,1,5 stars brick oven bread app 
2349,1,eaten multiple times time food delicious 
2350,0,sat another ten minutes finally gave left 
2351,0,terrible 
2352,1,everyone treated equally special 
2353,0,take 30 min pancakes eggs 
2354,1,delicious 
2355,1,good side staff genuinely pleasant enthusiastic real treat 
2356,0,sadly gordon ramsey steak place shall sharply avoid next trip vegas 
2357,1,always evening wonderful food delicious 
2358,1,best fish 've ever life 
2359,1,bathroom next door nice 
2360,0,buffet small food offered bland 
2361,1,outstanding little restaurant best food ever tasted 
2362,1,pretty cool would say 
2363,0,definitely turn doubt back unless someone else buying 
2364,1,server great job handling large rowdy table 
2365,0,find wasting food despicable food 
2366,0,wife lobster bisque soup lukewarm 
2367,1,would come back sushi craving vegas 
2368,1,staff great ambiance great 
2369,1,deserves 5 stars 
2370,0,left stomach ache felt sick rest day 
2371,0,dropped ball 
2372,1,dining space tiny elegantly decorated comfortable 
2373,1,customize order way 'd like usual eggplant green bean stir fry love 
2374,0,beans rice mediocre best 
2375,1,best tacos town far 
2376,0,took back money got outta 
2377,1,interesting part town place amazing 
2378,0,rude inconsiderate management 
2379,0,staff friendly wait times served horrible one even says hi first 10 minutes 
2380,0,back 
2381,1,great dinners 
2382,1,service outshining definitely recommend halibut 
2383,0,food terrible 
2384,0,never ever go back told many people happened 
2385,0,recommend unless car breaks front starving 
2386,1,come back every time 'm vegas 
2387,0,place deserves one star 90 food 
2388,0,disgrace 
2389,1,def coming back bowl next time 
2390,1,want healthy authentic ethic food try place 
2391,1,continue come ladies night andddd date night highly recommend place anyone area 
2392,1,several times past experience always great 
2393,1,walked away stuffed happy first vegas buffet experience 
2394,1,service excellent prices pretty reasonable considering vegas located inside crystals shopping mall aria 
2395,1,summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser 
2396,0,'m probably one people ever go ians like 
2397,1,kids pizza always hit lots great side dish options kiddos 
2398,1,service perfect family atmosphere nice see 
2399,1,cooked perfection service impeccable 
2400,0,one simply disappointment 
2401,0,overall disappointed quality food bouchon 
2402,0,accountant know 'm getting screwed 
2403,1,great place eat reminds little mom pop shops san francisco bay area 
2404,1,today first taste buldogis gourmet hot dog tell ever thought possible 
2405,0,left frustrated 
2406,1,definitely soon 
2407,1,food really good got full petty fast 
2408,1,service fantastic 
2409,0,total waste time 
2410,1,know kind best iced tea 
2411,1,come hungry leave happy stuffed 
2412,0,service give stars 
2413,1,assure disappointed 
2414,0,take little bad service food sucks 
2415,0,gave trying eat crust teeth still sore 
2416,0,completely grossed 
2417,1,really enjoyed eating 
2418,1,first time going think quickly become regular 
2419,1,server nice even though looked little overwhelmed needs stayed professional friendly end 
2420,1,dinner companions told everything fresh nice texture taste 
2421,0,ground right next table large smeared been-stepped-in-and-tracked-everywhere pile green bird poop 
2422,0,furthermore even find hours operation website 
2423,0,'ve tried like place 10+ times think done 
2424,0,mistake 
2425,1,complaints 
2426,1,seriously good pizza 'm expert/connisseur topic 
2427,0,waiter jerk 
2428,0,strike 2 wants rushed 
2429,1,nicest restaurant owners 've ever come across 
2430,0,never come 
2431,1,loved biscuits 
2432,1,service quick friendly 
2433,0,ordered appetizer took 40 minutes pizza another 10 minutes 
2434,1,absolutley fantastic 
2435,0,huge awkward 1.5lb piece cow 3/4ths gristle fat 
2436,1,definitely come back 
2437,1,like steiners dark feels like bar 
2438,1,wow spicy delicious 
2439,1,familiar check 
2440,0,take business dinner dollars elsewhere 
2441,1,'d love go back 
2442,1,anyway fs restaurant wonderful breakfast/lunch 
2443,0,nothing special 
2444,1,day week different deal delicious 
2445,1,mention combination pears almonds bacon big winner 
2446,0,back 
2447,0,sauce tasteless 
2448,1,food delicious spicy enough sure ask spicier prefer way 
2449,1,ribeye steak cooked perfectly great mesquite flavor 
2450,0,think going back anytime soon 
2451,1,food gooodd 
2452,0,far sushi connoisseur definitely tell difference good food bad food certainly bad food 
2453,0,insulted 
2454,0,last 3 times lunch bad 
2455,0,chicken wings contained driest chicken meat ever eaten 
2456,1,food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc 
2457,1,nargile think great 
2458,1,best tater tots southwest 
2459,1,loved place 
2460,0,definitely worth 3 paid 
2461,1,vanilla ice cream creamy smooth profiterole choux pastry fresh enough 
2462,1,im az time new spot 
2463,0,manager worst 
2464,1,inside really quite nice clean 
2465,1,food outstanding prices reasonable 
2466,0,think running back carly anytime soon food 
2467,0,due fact took 20 minutes acknowledged another 35 minutes get food kept forgetting things 
2468,1,love margaritas 
2469,1,first vegas buffet disappoint 
2470,1,good though 
2471,0,one note ventilation could use upgrading 
2472,1,great pork sandwich 
2473,0,waste time 
2474,0,total letdown would much rather go camelback flower shop cartel coffee 
2475,0,third cheese friend burger cold 
2476,1,enjoy pizza brunch 
2477,1,steaks well trimmed also perfectly cooked 
2478,1,group 70+ claimed would 40 handled us beautifully 
2479,1,loved 
2480,0,asked bill leave without eating bring either 
2481,1,place jewel las vegas exactly 've hoping find nearly ten years living 
2482,0,seafood limited boiled shrimp crab legs crab legs definitely taste fresh 
2483,0,selection food best 
2484,1,delicious absolutely back 
2485,1,small family restaurant fine dining establishment 
2486,1,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle 
2487,0,dont think back long time 
2488,0,attached gas station rarely good sign 
2489,1,awesome 
2490,1,back many times soon 
2491,1,menu much good stuff could decide 
2492,0,worse humiliated worker right front .. bunch horrible name callings 
2493,1,conclusion filling meals 
2494,1,daily specials always hit group 
2495,0,tragedy struck 
2496,1,pancake also really good pretty large 
2497,1,first crawfish experience delicious 
2498,1,monster chicken fried steak eggs time favorite 
2499,1,waitress sweet funny 
2500,1,also taste mom multi-grain pumpkin pancakes pecan butter amazing fluffy delicious 
2501,0,'d rather eat airline food seriously 
2502,1,cant say enough good things place 
2503,1,ambiance incredible 
2504,1,waitress manager friendly 
2505,0,would recommend place 
2506,0,overall impressed noca 
2507,0,gyro basically lettuce 
2508,0,terrible service 
2509,0,thoroughly disappointed 
2510,1,much pasta love homemade /hand made pastas thin pizzas 
2511,1,give try happy 
2512,1,far best cheesecurds ever 
2513,1,reasonably priced also 
2514,1,everything perfect night 
2515,1,food good typical bar food 
2516,0,drive get 
2517,1,first glance lovely bakery cafe nice ambiance clean friendly staff 
2518,0,anyway think go back 
2519,1,point finger item menu order disappointed 
2520,1,oh thing beauty restaurant 
2521,1,gone go 
2522,0,greasy unhealthy meal 
2523,0,first time might last 
2524,1,burgers amazing 
2525,0,similarly delivery man say word apology food 45 minutes late 
2526,0,way expensive 
2527,1,sure order dessert even need pack to-go tiramisu cannoli die 
2528,1,first time wait next 
2529,1,bartender also nice 
2530,1,everything good tasty 
2531,1,place two thumbs .... way 
2532,1,best place vegas breakfast check sat sun 
2533,1,love authentic mexican food want whole bunch interesting yet delicious meats choose need try place 
2534,0,terrible management 
2535,1,excellent new restaurant experienced frenchman 
2536,0,zero stars would give zero stars 
2537,1,great steak great sides great wine amazing desserts 
2538,0,worst martini ever 
2539,1,steak shrimp opinion best entrees gc 
2540,1,opportunity today sample amazing pizzas 
2541,0,waited thirty minutes seated although 8 vacant tables folks waiting 
2542,1,yellowtail carpaccio melt mouth fresh 
2543,0,try going back even empty 
2544,0,'m going eat potato found strangers hair 
2545,1,spicy enough .. perfect actually 
2546,1,last night second time dining happy decided go back 
2547,0,even `` hello right '' 
2548,0,desserts bit strange 
2549,1,boyfriend came first time recent trip vegas could pleased quality food service 
2550,1,really recommend place go wrong donut place 
2551,1,nice ambiance 
2552,1,would recommend saving room 
2553,0,guess maybe went night disgraceful 
2554,0,however recent experience particular location good 
2555,0,know like restaurants something 
2556,0,avoid establishment 
2557,0,think restaurant suffers trying hard enough 
2558,1,tapas dishes delicious 
2559,1,heart place 
2560,0,salad bland vinegrette baby greens hearts palm 
2561,0,two felt disgusting 
2562,1,good time 
2563,1,believe place great stop huge belly hankering sushi 
2564,1,generous portions great taste 
2565,0,never go back place never ever recommended place anyone 
2566,0,servers went back forth several times even much `` helped '' 
2567,1,food delicious 
2568,0,hour seriously 
2569,0,consider theft 
2570,0,eew location needs complete overhaul 
2571,0,recently witnessed poor quality management towards guests well 
2572,0,waited waited waited 
2573,1,also came back check us regularly excellent service 
2574,1,server super nice checked us many times 
2575,0,pizza tasted old super chewy good way 
2576,0,swung give try deeply disappointed 
2577,1,service good company better 
2578,1,staff also friendly efficient 
2579,1,service 'm fan quick served nice folks 
2580,0,boy sucker dry 
2581,0,rated 
2582,0,look authentic thai food go else 
2583,1,steaks 100 recommended 
2584,0,pulled car waited another 15 minutes acknowledged 
2585,1,great food great service clean friendly setting 
2586,1,assure back 
2587,0,hate things much cheap quality black olives 
2588,1,breakfast perpared great beautiful presentation 3 giant slices toast lightly dusted powdered sugar 
2589,0,kids play area nasty 
2590,1,great place fo take eat 
2591,1,waitress friendly happy accomodate vegan/veggie options 
2592,1,omg felt like never eaten thai food dish 
2593,0,extremely `` crumby '' pretty tasteless 
2594,0,pale color instead nice char flavor 
2595,1,croutons also taste homemade extra plus 
2596,0,got home see driest damn wings ever 
2597,1,regular stop trips phoenix 
2598,1,really enjoyed crema café expanded even told friends best breakfast 
2599,0,good money 
2600,1,miss wish one philadelphia 
2601,0,got sitting fairly fast ended waiting 40 minutes place order another 30 minutes food arrived 
2602,1,also best cheese crisp town 
2603,1,good value great food great service 
2604,1,could ask satisfying meal 
2605,1,food good 
2606,1,awesome 
2607,0,wanted leave 
2608,1,made drive way north scottsdale one bit disappointed 
2609,0,eating 
2610,0,.... owners really really need quit soooooo cheap let wrap freaking sandwich two papers one 
2611,0,checked place couple years ago impressed 
2612,0,chicken got definitely reheated ok wedges cold soggy 
2613,0,sorry getting food anytime soon 
2614,1,absolute must visit 
2615,1,cow tongue cheek tacos amazing 
2616,0,friend like bloody mary 
2617,0,despite hard rate businesses actually rare give 1 star 
2618,1,really want make experience good one 
2619,0,return 
2620,0,chicken pho tasted bland 
2621,0,disappointing 
2622,1,grilled chicken tender yellow saffron seasoning 
2623,0,drive thru means want wait around half hour food somehow end going make us wait wait 
2624,1,pretty awesome place 
2625,1,ambience perfect 
2626,0,best luck rude non-customer service focused new management 
2627,0,grandmother make roasted chicken better one 
2628,0,asked multiple times wine list time ignored went hostess got one 
2629,1,staff always super friendly helpful especially cool bring two small boys baby 
2630,1,four stars food guy blue shirt great vibe still letting us eat 
2631,1,roast beef sandwich tasted really good 
2632,0,evening drastically sick 
2633,1,high-quality chicken chicken caesar salad 
2634,0,ordered burger rare came done 
2635,1,promptly greeted seated 
2636,0,tried go lunch madhouse 
2637,1,proven dead wrong sushi bar quality great service fast food impeccable 
2638,0,waiting hour seated greatest moods 
2639,1,good joint 
2640,1,macarons insanely good 
2641,0,'m eating 
2642,1,waiter attentive friendly informative 
2643,0,maybe cold would somewhat edible 
2644,0,place lot promise fails deliver 
2645,0,bad experience 
2646,0,mistake 
2647,0,food average best 
2648,1,great food 
2649,0,going back anytime soon 
2650,0,disappointed ordered 35 big bay plater 
2651,1,great place relax awesome burger beer 
2652,1,perfect sit-down family meal get together friends 
2653,0,much flavor poorly constructed 
2654,1,patio seating comfortable 
2655,0,fried rice dry well 
2656,1,hands favorite italian restaurant 
2657,1,screams `` legit '' book somethat also pretty rare vegas 
2658,1,fun experience 
2659,1,atmosphere great lovely duo violinists playing songs requested 
2660,1,personally love hummus pita baklava falafels baba ganoush amazing eggplant 
2661,1,convenient since staying mgm 
2662,1,owners super friendly staff courteous 
2663,1,great 
2664,1,eclectic selection 
2665,1,sweet potato tots good onion rings perfection close 
2666,1,staff attentive 
2667,1,chef generous time even came around twice take pictures 
2668,1,owner used work nobu place really similar half price 
2669,0,google mediocre imagine smashburger pop 
2670,0,dont go 
2671,1,promise disappoint 
2672,0,sushi lover avoid place means 
2673,1,great double cheeseburger 
2674,1,awesome service food 
2675,1,fantastic neighborhood gem 
2676,1,wait go back 
2677,0,plantains worst 've ever tasted 
2678,1,great place highly recommend 
2679,0,service slow attentive 
2680,1,gave 5 stars 'm giving 5 stars 
2681,0,staff spends time talking 
2682,1,dessert panna cotta amazing 
2683,1,good food great atmosphere.1 
2684,1,damn good steak 
2685,0,total brunch fail 
2686,1,prices reasonable flavors spot sauce home made slaw drenched mayo 
2687,1,decor nice piano music soundtrack pleasant 
2688,1,steak amazing rge fillet relleno best seafood plate ever 
2689,1,good food good service 
2690,1,absolutely amazing 
2691,0,probably back honest 
2692,1,definitely back 
2693,1,sergeant pepper beef sandwich auju sauce excellent sandwich well 
2694,1,hawaiian breeze mango magic pineapple delight smoothies 've tried far good 
2695,0,went lunch service slow 
2696,0,much say place walked expected amazing quickly disappointed 
2697,0,mortified 
2698,0,needless say never back 
2699,0,anyways food definitely filling price pay expect 
2700,0,chips came dripping grease mostly edible 
2701,0,really impressed strip steak 
2702,1,going since 2007 every meal awesome 
2703,1,server nice attentive serving staff 
2704,1,cashier friendly even brought food 
2705,0,work hospitality industry paradise valley refrained recommending cibo longer 
2706,1,atmosphere fun 
2707,0,would recommend others 
2708,1,service quick even `` go '' orders like like 
2709,0,mean really get famous fish chips terrible 
2710,1,said mouths bellies still quite pleased 
2711,0,thing 
2712,1,2 thumbs 
2713,0,reading please go 
2714,1,loved grilled pizza reminded legit italian pizza 
2715,1,pros large seating area/ nice bar area/ great simple drink menu/ best brick oven pizza homemade dough 
2716,1,really nice atmosphere 
2717,0,tonight elk filet special sucked 
2718,1,one bite hooked 
2719,0,ordered old classics new dishes going times sorely disappointed everything 
2720,1,cute quaint simple honest 
2721,1,chicken deliciously seasoned perfect fry outside moist chicken inside 
2722,1,food great always compliments chef 
2723,1,special thanks dylan t. recommendation order yummy tummy 
2724,1,awesome selection beer 
2725,1,great food awesome service 
2726,1,one nice thing added gratuity bill since party larger 6 8 expect tip 
2727,0,fly apple juice .. fly 
2728,1,han nan chicken also tasty 
2729,1,service thought good 
2730,0,food barely lukewarm must sitting waiting server bring us 
2731,0,ryan bar definitely one edinburgh establishment revisiting 
2732,1,nicest chinese restaurant 've 
2733,1,overall like food service 
2734,1,also serve indian naan bread hummus spicy pine nut sauce world 
2735,0,probably never coming back would recommend 
2736,0,friend pasta -- also bad barely touched 
2737,1,try airport experience tasty food speedy friendly service 
2738,1,love decor chinese calligraphy wall paper 
2739,1,never anything complain 
2740,1,restaurant clean family restaurant feel 
2741,0,way fried 
2742,0,'m sure long stood long enough begin feel awkwardly place 
2743,0,opened sandwich impressed good way 
2744,0,back 
2745,1,warm feeling service felt like guest special treat 
2746,1,extensive menu provides lots options breakfast 
2747,1,always order vegetarian menu dinner wide array options choose 
2748,0,watched prices inflate portions get smaller management attitudes grow rapidly 
2749,1,wonderful lil tapas ambience made feel warm fuzzy inside 
2750,1,got enjoy seafood salad fabulous vinegrette 
2751,1,wontons thin thick chewy almost melt mouth 
2752,1,level 5 spicy perfect spice over-whelm soup 
2753,1,sat right time server get go fantastic 
2754,0,main thing enjoy crowd older crowd around mid 30s 
2755,1,'m side town definitely spot hit 
2756,0,wait 30 minutes get drink longer get 2 arepas 
2757,1,great place eat 
2758,1,jalapeno bacon soooo good 
2759,0,service poor thats nice 
2760,1,food good service good prices good 
2761,0,place clean food oh stale 
2762,0,chicken dishes ok beef like shoe leather 
2763,0,service beyond bad 
2764,1,'m happy '' 
2765,0,tasted like dirt 
2766,1,one places phoenix would definately go back 
2767,1,block amazing 
2768,1,close house low-key non-fancy affordable prices good food 
2769,1,hot sour egg flower soups absolutely 5 stars 
2770,0,sashimi poor quality soggy tasteless 
2771,1,great time family dinner sunday night 
2772,0,food tasty say `` real traditional hunan style '' 
2773,0,bother slow service 
2774,1,flair bartenders absolutely amazing 
2775,0,frozen margaritas way sugary taste 
2776,1,good ordered twice 
2777,0,nutshell 1 restaraunt smells like combination dirty fish market sewer 
2778,0,girlfriend veal bad 
2779,0,unfortunately good 
2780,1,pretty satifying experience 
2781,1,join club get awesome offers via email 
2782,1,perfect someone likes beer ice cold case even colder 
2783,0,bland flavorless good way describing barely tepid meat 
2784,0,chains 'm fan beat place easily 
2785,1,nachos must 
2786,0,coming back 
2787,1,many words say place everything pretty well 
2788,1,staff super nice quick even crazy crowds downtown juries lawyers court staff 
2789,1,great atmosphere friendly fast service 
2790,1,received pita huge lot meat thumbs 
2791,0,food arrives meh 
2792,0,paying 7.85 hot dog fries looks like came kid meal wienerschnitzel idea good meal 
2793,1,classic maine lobster roll fantastic 
2794,0,brother law works mall ate day guess sick night 
2795,1,good going review place twice hereas tribute place tribute event held last night 
2796,1,chips salsa really good salsa fresh 
2797,1,place great 
2798,0,mediocre food 
2799,1,get inside impressed place 
2800,0,'m super pissd 
2801,1,service super friendly 
2802,0,sad little vegetables overcooked 
2803,1,place nice surprise 
2804,1,golden-crispy delicious 
2805,0,high hopes place since burgers cooked charcoal grill unfortunately taste fell flat way flat 
2806,1,could eat bruschetta day devine 
2807,0,single employee came see ok even needed water refill finally served us food 
2808,1,lastly mozzarella sticks best thing ordered 
2809,1,first time ever came amazing experience still tell people awesome duck 
2810,0,server negligent needs made us feel unwelcome would suggest place 
2811,0,service terrible though 
2812,0,place overpriced consistent boba really overpriced 
2813,0,packed 
2814,1,love place 
2815,1,say desserts yummy 
2816,0,food terrible 
2817,1,seasonal fruit fresh white peach puree 
2818,0,kept getting worse worse 'm officially done 
2819,0,place honestly blown 
2820,0,definitely would eat 
2821,0,waste money 
2822,1,love put food nice plastic containers opposed cramming little paper takeout boxes 
2823,1,crêpe delicate thin moist 
2824,0,awful service 
2825,0,ever go 
2826,0,food quality horrible 
2827,0,price think place would much rather gone 
2828,0,service fair best 
2829,0,love sushi found kabuki over-priced over-hip under-services 
2830,0,favor stay away dish 
2831,0,poor service 
2832,0,one table thought food average worth wait 
2833,1,best service food ever maria server good friendly made day 
2834,1,excellent 
2835,0,paid bill tip felt server terrible job 
2836,1,lunch great experience 
2837,0,never bland food surprised considering article read focused much spices flavor 
2838,0,food way overpriced portions fucking small 
2839,1,recently tried caballero back every week since 
2840,0,40 bucks head really expect better food 
2841,1,food came good pace 
2842,1,ate twice last visit especially enjoyed salmon salad 
2843,0,back 
2844,0,could believe dirty oysters 
2845,0,place deserves stars 
2846,0,would recommend place 
2847,1,fact 'm going round 4 stars awesome 
2848,0,disbelief dish qualified worst version foods ever tasted 
2849,0,bad day low tolerance rude customer service people job nice polite wash dishes otherwise 
2850,1,potatoes great biscuit 
2851,0,probably would go 
2852,1,flavorful perfect amount heat 
2853,1,price reasonable service great 
2854,0,wife hated meal coconut shrimp friends really enjoy meals either 
